순번,회사명,대표자명,지식산업센터명,공장대표주소,전화번호,팩스번호,최초설립승인일,설립승인일,최초공장등록일,공장등록일,공장용지면적(제곱미터),제조시설면적(제곱미터),부대시설면적(제곱미터),업종번호,업종명,용도지역
5171,대한폴리머,반○○,해당없음,부산광역시 강서구 생곡산단로 29 (생곡동),미등록,051-529-7440,2016-03-25,2016-03-25,2016-04-04,2016-04-04,0,150,0,20203,혼성 및 재생 플라스틱 소재 물질 제조업,도시지역/공업지역/일반공업지역
5172,대한풍력기계,서○○,해당없음,부산광역시 사상구 하신번영로 446 (엄궁동),051-302-3885,051-305-3885,미등록,미등록,2012-07-27,2012-07-27,320.04,272.46,47.58,29174,산업용 송풍기 및 배기장치 제조업,도시지역/공업지역/준공업지역
5173,대한플라텍,서○○,해당없음,부산광역시 강서구 공항앞길85번길 122-1 (대저2동),055-902-7448,미등록,미등록,미등록,2014-06-18,2014-06-18,775,419,10,25924,절삭가공 및 유사처리업,도시지역/주거지역/제1종일반주거지역
5174,대한하이텍,곽○○,해당없음,"부산광역시 사상구 새벽로121번길 30 (감전동, 대한하이텍)",051-313-1880,051-313-1879,미등록,미등록,2008-11-06,2008-11-06,429.5,297.6,24.35,"29293, 30310, 30400",주형 및 금형 제조업 외 2종,도시지역/공업지역/준공업지역
5175,대한합금공업사,김○○,해당없음,부산광역시 강서구 둔치본리길 125-1 (봉림동),051-971-0904,051-971-0906,미등록,미등록,2014-06-12,2014-06-12,407,199.63,35,29132,기체 펌프 및 압축기 제조업,도시지역/주거지역/제1종일반주거지역
5176,대한화성,백○○,해당없음,부산광역시 기장군 정관읍 산단7로 7-5,051-728-3356,051-728-3878,2005-04-19,2010-04-22,2011-07-20,2011-07-27,3340.8,1651.27,355.93,"22299, 22291, 22292",그 외 기타 플라스틱 제품 제조업 외 2종,도시지역/공업지역/일반공업지역
5177,대한화성산업(주),백○○,해당없음,부산광역시 기장군 정관읍 정관상곡2길 33-48,051-728-3356,051-728-3878,미등록,미등록,2003-12-10,2003-12-10,3701,416,63,20202,합성수지 및 기타 플라스틱 물질 제조업,도시지역/공업지역/일반공업지역
5178,대한화성산업(주),백○○,해당없음,부산광역시 기장군 정관읍 산단7로 7-5,051-728-3356,051-728-3878,2011-07-27,2011-07-27,2011-08-04,2011-08-04,0,1385.89,66,22299,그 외 기타 플라스틱 제품 제조업,도시지역/공업지역/일반공업지역
5179,대한화학공업사,서○○,해당없음,"부산광역시 사상구 사상로402번길 26 (덕포동, 대진화학공업사)",051-303-7890,051-303-7894,미등록,미등록,1978-10-02,1978-10-02,695.5,247.52,0,20111,석유화학계 기초 화학물질 제조업,도시지역/공업지역/준공업지역
5180,대해보일러엔지니어링,이○○,해당없음,부산광역시 영도구 남항서로92번길 41 (남항동2가),051-413-8481,051-413-8480,미등록,미등록,2020-09-14,2022-12-13,101.6,60,137,31114,선박 구성 부분품 제조업,도시지역/공업지역/준공업지역
5181,대헌프리텍(주),김○○,해당없음,"부산광역시 사상구 학감대로237번길 50 (감전동, 대헌프리텍(주))",051-314-5950,051-314-5953,2009-02-05,2021-11-24,2009-02-09,2024-12-20,2629.5,869.29,455.1,25924,절삭가공 및 유사처리업,도시지역/공업지역/준공업지역
5182,대현C&G,김○○,해당없음,"부산광역시 강서구 공항로361번가길 68,  가동 (대저2동)",051-555-1434,051-555-1435,미등록,미등록,2007-10-09,2007-10-15,0,173,0,25111,"금속 문, 창, 셔터 및 관련제품 제조업",도시지역/주거지역/제1종일반주거지역
5183,대현기업사,강○○,해당없음,부산광역시 강서구 맥도길205번길 142-12 (대저2동),051-305-5335,051-305-5336,미등록,미등록,2011-07-21,2011-07-21,394,198,0,29293,주형 및 금형 제조업,도시지역/주거지역/제1종일반주거지역
5184,대현방식(주),허○,해당없음,부산광역시 사하구 감천항로429번길 32 (구평동),051-266-6220,051-266-6219,2006-02-01,미등록,2006-02-07,2020-07-30,650.8,836.36,0,"25912, 24229",금속 단조제품 제조업 외 1종,도시지역/공업지역/일반공업지역
5185,대현인슐텍(주),이○○,해당없음,"부산광역시 강서구 녹산화전로 23, 씨동 11호 (송정동)",051-971-7100,051-971-7109,2018-06-14,미등록,2018-06-25,2018-06-25,0,458.21,62.51,31114,선박 구성 부분품 제조업,도시지역/공업지역/일반공업지역
5186,대현정밀,최○○,해당없음,"부산광역시 금정구 개좌로 103 (금사동, 대현정밀)",051-528-3716,051-528-3717,미등록,미등록,2008-12-17,2008-12-17,444,309.94,136.06,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3종,도시지역/공업지역/준공업지역
5187,대현중자,김○○,해당없음,부산광역시 강서구 평성길 5-12 (명지동),051-327-7411,미등록,미등록,미등록,2013-08-08,2013-08-08,0,195,0,29293,주형 및 금형 제조업,도시지역/주거지역/제1종일반주거지역
5188,대현콘트롤,공○○,해당없음,부산광역시 사상구 낙동대로1396번길 91 (삼락동),051-313-0470,051-313-0263,미등록,미등록,2024-10-29,2024-10-29,152.5,106.22,0,28123,배전반 및 전기 자동제어반 제조업,도시지역/공업지역/준공업지역
5189,대현테크,전○○,해당없음,부산광역시 강서구 평강로171번길 259(대저1동),051-831-9720,051-972-3266,미등록,미등록,2022-12-21,2022-12-21,353,85.7,0,"25200, 13991, 22191, 22192, 22199, 25932, 25941, 25942, 25943, 25999, 26299, 26410, 26429, 27301, 28111, 28119, 28302, 28909, 29111, 29120, 29141, 29142, 29169, 29175, 29241, 29261, 29299, 30203, 30310, 30320, 30331, 30332, 30391, 30392, 30399, 30400, 31113, 31114, 31910",무기 및 총포탄 제조업 외 38종,도시지역/주거지역/제1종일반주거지역
5190,대현테크,김○○,해당없음,부산광역시 사하구 다대로300번길 8 (장림동),051-206-6910,051-206-6910,미등록,미등록,2017-04-18,2026-01-15,495.75,413.25,82.5,25111,"금속 문, 창, 셔터 및 관련제품 제조업",도시지역/공업지역/준공업지역
5191,대현테크,김○○,해당없음,부산광역시 사하구 낙동남로 1347 (하단동),051-293-2458,051-293-3799,미등록,미등록,2009-01-05,2025-03-18,266.4,169.02,0,"25111, 25112","금속 문, 창, 셔터 및 관련제품 제조업 외 1종",도시지역/주거지역/준주거지역
5192,대현티엠에스,이○○,해당없음,부산광역시 영도구 대평남로 68-1 (대평동2가),051-403-4755,051-403-4751,미등록,미등록,2018-07-12,2020-11-30,45,45,42,"34019, 31114",기타 일반 기계 및 장비 수리업 외 1종,도시지역/공업지역/준공업지역
5193,대호금형,이○○,해당없음,부산광역시 사상구 대동로 292 (감전동),051-325-6494,미등록,미등록,미등록,2026-06-12,2026-06-12,1363.6,80,20,"29293, 25929",주형 및 금형 제조업 외 1종,도시지역/공업지역/준공업지역
5194,대호기업,이○○,해당없음,부산광역시 서구 남부민로10번길 25 (남부민동),051-246-1726,051-246-1736,미등록,미등록,2011-03-03,2011-07-04,1078,414.38,320,28302,기타 절연선 및 케이블 제조업,도시지역/주거지역/준주거지역
5195,대호볼트,이○○,해당없음,부산광역시 사상구 학장로248번길 21 (학장동),051-324-2653,051-323-1330,미등록,미등록,2025-05-15,2025-05-15,606,420.85,27.9,25941,볼트 및 너트류 제조업,도시지역/공업지역/준공업지역
5196,대호산업,김○○,해당없음,부산광역시 사상구 장인로37번길 115-11 (감전동),051-322-8207,051-322-8208,2015-06-24,미등록,2015-06-24,2015-06-24,1210.1,768.5,99.96,25922,도금업,도시지역/공업지역/전용공업지역
5197,대호수지,손○○○○○○,해당없음,부산광역시 강서구 녹산산업중로 376 (송정동),051-831-2731,051-831-2732,2002-08-27,2002-08-27,2001-05-17,2002-11-11,1650.9,525.2,677.66,"38321, 38322",비금속류 해체 및 선별업 외 1종,도시지역/공업지역/일반공업지역
5198,대호에프에이,윤○○,해당없음,"부산광역시 사상구 학감대로192번길 60-23 (학장동, 대호F.A)",051-327-1399,051-327-5950,2005-12-16,미등록,2005-12-16,2005-12-16,315.4,218.79,31.15,31114,선박 구성 부분품 제조업,도시지역/공업지역/전용공업지역
5199,대호전기,이○○,해당없음,부산광역시 사상구 사상로439번길 67 (모라동),051-974-0813,051-832-0813,미등록,미등록,2025-02-13,2025-02-13,530.2,328.04,55.7,28123,배전반 및 전기 자동제어반 제조업,도시지역/공업지역/준공업지역
5200,대호정밀,김○○,해당없음,부산광역시 사상구 학감대로 216-23 (감전동),051-327-1582,051-317-6642,미등록,미등록,1996-11-12,2025-07-11,330.6,142.25,11.02,"30399, 22191, 22192, 22199, 22222, 22232, 23121, 24222, 24290, 25112, 25113, 25114, 25122, 25123, 25200, 25924, 25932, 25933, 25941, 25942, 25943, 25991, 25992, 25995, 25999, 26421, 26429, 26529, 27214, 28121, 28122, 28123, 28201, 28202, 28209, 28302, 28421, 29111, 29131, 29133, 29142, 29174, 29175, 29176, 29177, 29180, 29199, 29223, 29229, 29261, 29280, 29299, 30110, 30310, 30320, 30331, 30391, 30392, 30400, 31114, 31202, 31311, 31312, 31910, 31921, 31922, 31999, 32091",그 외 자동차용 신품 부품 제조업 외 67종,도시지역/공업지역/준공업지역
5201,대화목형,김○○,해당없음,부산광역시 강서구 미음국제5로가길 27 (미음동),미등록,미등록,2013-11-04,2013-11-04,2020-09-15,2020-09-15,968.4,610,88.9,29293,주형 및 금형 제조업,도시지역/공업지역/일반공업지역
5202,대화산업,윤○○,해당없음,"부산광역시 사상구 가야대로104번길 17 (학장동, 우진플렌트)",051-327-5667,051-327-5669,미등록,미등록,2010-01-15,2010-01-15,411.6,249.05,37,22232,포장용 플라스틱 성형용기 제조업,도시지역/공업지역/전용공업지역
5203,대화산업공업(주),한○○,해당없음,부산광역시 사상구 가야대로104번길 47 (학장동),051-316-6781,051-316-6780,2012-10-16,미등록,2012-10-18,2017-03-07,1100.8,534.72,20,"25922, 25929",도금업 외 1종,도시지역/공업지역/전용공업지역
5204,대화엔지니어링,심○○,해당없음,"부산광역시 영도구 남항남로9번길 56 (남항동2가, 국제선박(주)/대화엔지니어링)",051-254-4209,051-254-4211,미등록,미등록,2003-07-07,2003-07-07,398.8,100,50,31114,선박 구성 부분품 제조업,도시지역/공업지역/준공업지역
5205,대화쿨링,이○○,해당없음,부산광역시 강서구 낙동북로73번가길 76 (강동동),051-326-3321,051-328-3321,미등록,미등록,2012-11-27,2012-11-27,330,197.73,0,"29172, 29173",가정용 및 산업용 공기 조화장치 제조업 외 1종,도시지역/주거지역/제1종일반주거지역
5206,대화펌프,고○○,해당없음,부산광역시 기장군 기장읍 청강로74번길 54,051-722-8344,미등록,미등록,미등록,2009-10-21,2009-10-21,495.6,202.5,92.3,29132,기체 펌프 및 압축기 제조업,도시지역/주거지역/제2종일반주거지역
5207,대환금속,김○○,해당없음,부산광역시 영도구 절영로19번길 60 (영선동1가),051-412-8349,051-417-5414,미등록,미등록,2001-10-17,2001-10-17,330.6,242.49,125,31114,선박 구성 부분품 제조업,도시지역/상업지역/일반상업지역
5208,대훈,김○○,해당없음,부산광역시 사상구 사상로385번길 63 (덕포동),051-302-4500,051-305-9900,미등록,미등록,2009-04-17,2018-08-22,1188.8,320,508.51,"27195, 27301, 29293",안경 및 안경렌즈 제조업 외 2종,도시지역/공업지역/준공업지역
5209,대훈ENG,김○○,해당없음,부산광역시 강서구 제도로1041번길 509 (강동동),051-323-8273,051-323-8234,미등록,미등록,2015-05-04,2023-03-28,890,437.5,56.25,"29163, 29169, 31202",컨베이어장치 제조업 외 2종,도시지역/주거지역/제1종일반주거지역
5210,대흥,장○○,해당없음,부산광역시 강서구 식만로 271-19 (식만동),051-903-0048,미등록,미등록,미등록,2026-06-09,2026-06-09,278,166.6,0,33302,놀이터용 장비 제조업,도시지역/주거지역/제1종일반주거지역
5211,대흥기계,장○○,해당없음,"부산광역시 사상구 장인로20번길 76 (감전동, 대흥기계)",051-323-1516,051-322-1516,1998-01-01,미등록,1998-01-01,2018-12-07,1327.4,526.12,133.88,29241,건설 및 채광용 기계장비 제조업,도시지역/공업지역/전용공업지역
5212,대흥기계,예○○,해당없음,부산광역시 사상구 사상로349번길 29 (덕포동),051-301-6806,051-301-6806,미등록,미등록,1995-11-21,1996-06-20,247.55,149.68,0,29229,기타 가공 공작기계 제조업,도시지역/공업지역/준공업지역
5213,대흥기업,공○○,해당없음,부산광역시 기장군 정관읍 산단4로 73,051-522-8334,051-523-8334,2022-04-11,2022-04-11,2022-11-28,2022-11-28,1706.7,1027.74,455.76,30310,자동차 엔진용 신품 부품 제조업,도시지역/공업지역/일반공업지역
5214,대흥기업사,차○○,해당없음,부산광역시 강서구 대저중앙로348번길 45 (대저1동),051-322-3339,051-303-6437,미등록,미등록,2014-03-12,2014-03-12,866,493,0,15220,신발 부분품 제조업,도시지역/주거지역/제1종일반주거지역
5215,대흥라바텍,이○○,해당없음,"부산광역시 사상구 낙동대로 1354, 2동(삼락동, 영창레이저)",051-301-2693,051-301-2694,미등록,미등록,2025-02-14,2025-02-14,4210.9,443.9,374.79,"22191, 29293, 31202",고무패킹류 제조업 외 2종,도시지역/공업지역/준공업지역
5216,대흥시스텍주식회사,김○○,해당없음,"부산광역시 사상구 낙동대로1404번길 69, 2, 3층(삼락동)",051-324-9090,051-324-9087,미등록,미등록,2022-06-09,2022-06-09,991.8,404.61,1109.52,28123,배전반 및 전기 자동제어반 제조업,도시지역/공업지역/준공업지역
5217,대흥실업,정○○,해당없음,부산광역시 강서구 대저중앙로348번길 32-1 (대저1동),미등록,미등록,미등록,미등록,2020-01-06,2020-01-06,835,497.6,0,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",도시지역/주거지역/제1종일반주거지역
5218,대흥엔지니어링,이○○,해당없음,부산광역시 강서구 호계로79번길 46 (죽동동),051-941-0795,051-941-0793,미등록,미등록,2019-07-26,2019-07-26,1452,492,0,25113,육상 금속 골조 구조재 제조업,도시지역/주거지역/제1종일반주거지역
5219,대흥연사,나○○,해당없음,부산광역시 강서구 녹산산단382로 13-23 (송정동),051-832-1125,051-832-1126,2002-06-27,2004-05-06,2003-05-07,2008-04-24,990.3,1536.73,340.49,13104,연사 및 가공사 제조업,도시지역/공업지역/일반공업지역
5220,대흥정밀,이○○,해당없음,부산광역시 사상구 모덕로96번길 68 (덕포동),051-323-9488,051-316-9488,미등록,미등록,2017-04-19,2017-05-12,410.4,262.06,53.58,"31114, 25200, 25941, 25942, 25999, 28121, 28122, 28303, 29120, 29133, 29141, 29142, 30110, 30123, 30124, 30310, 30320, 30331, 30391, 30392, 30399, 30400, 31311, 31312, 31321, 31322, 31910",선박 구성 부분품 제조업 외 26종,도시지역/공업지역/준공업지역
